Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Andrea Catellani,71,CF,silver,Italy,72,70,71,77,42,53,https://wefut.com/player/13/11437/andrea-catellani
Alberto Masi,71,CB,silver,Italy,64,26,50,40,71,72,https://wefut.com/player/13/10689/alberto-masi
Jetro Willems,71,LB,silver,Netherlands,80,52,72,73,71,70,https://wefut.com/player/13/10012/jetro-willems
Iván Piris,71,RB,silver,Paraguay,77,48,63,70,70,58,https://wefut.com/player/13/9826/ivan-piris
Diego Rubio,71,ST,silver,Chile,72,66,62,72,42,68,https://wefut.com/player/13/9756/diego-rubio
Santiago Arias,71,RB,silver,Colombia,79,44,67,72,70,66,https://wefut.com/player/13/9642/santiago-arias
Konstantinos Fortounis,71,CAM,silver,Greece,77,67,66,74,43,58,https://wefut.com/player/13/9577/konstantinos-fortounis
Juanito,71,RW,silver,Argentina,84,69,60,74,49,74,https://wefut.com/player/13/9511/juanito
Oscar Hiljemark,71,CM,silver,Sweden,64,65,67,68,65,65,https://wefut.com/player/13/9323/oscar-hiljemark
Fidel,71,LM,silver,Spain,80,65,66,76,44,62,https://wefut.com/player/13/9302/karim-bellarabi
Naldo,71,CB,silver,Brazil,62,46,52,48,73,69,https://wefut.com/player/13/9070/naldo
Gershon Koffie,71,CDM,silver,Ghana,73,53,69,65,67,70,https://wefut.com/player/13/9012/gershon-koffie
Geoffrey Kondogbia,71,CDM,silver,France,68,52,66,59,71,68,https://wefut.com/player/13/8981/geoffrey-kondogbia
Faouzi Ghoulam,71,LB,silver,France,77,54,67,66,70,69,https://wefut.com/player/13/8980/faouzi-ghoulam
Kevin Volland,71,CF,silver,Germany,77,66,60,71,36,68,https://wefut.com/player/13/8785/kevin-volland
Nicolás Blandi,71,ST,silver,Argentina,71,68,60,69,45,64,https://wefut.com/player/13/8655/nicolas-blandi
Magomed Ozdoev,71,CDM,silver,Russia,68,55,70,68,71,66,https://wefut.com/player/13/8628/magomed-ozdoev
Marco van Ginkel,71,CM,silver,Netherlands,69,66,72,74,65,60,https://wefut.com/player/13/8564/marco-van-ginkel
Kanu,71,CB,silver,Brazil,80,41,51,52,72,78,https://wefut.com/player/13/8483/kanu
Eric Tié Bi,71,CDM,silver,Ivory Coast,77,47,65,46,72,51,https://wefut.com/player/13/8435/eric-tie-bi
Neuton,71,CB,silver,Brazil,67,44,57,54,72,76,https://wefut.com/player/13/8339/neuton
Vincent Pajot,71,CM,silver,France,59,51,67,66,70,67,https://wefut.com/player/13/8314/vincent-pajot
Romain Amalfitano,71,CAM,silver,France,73,57,64,73,47,32,https://wefut.com/player/13/8309/romain-amalfitano
Jordi Amat,71,CB,silver,Spain,65,28,51,39,71,72,https://wefut.com/player/13/8186/jordi-amat
Caio,71,CF,silver,Brazil,78,65,62,77,47,68,https://wefut.com/player/13/8158/caio
Dedryck Boyata,71,CB,silver,Belgium,71,28,57,41,71,73,https://wefut.com/player/13/8092/dedryck-boyata
Ibrahima Baldé,71,ST,silver,Senegal,78,68,51,64,42,74,https://wefut.com/player/13/8045/ibrahima-balde
Adrien Regattin,71,RM,silver,France,78,67,71,75,59,48,https://wefut.com/player/13/8027/adrien-regattin
Esteban Paredes,71,ST,silver,Chile,66,70,66,70,47,69,https://wefut.com/player/13/7983/esteban-paredes
Charlie Austin,71,ST,silver,England,79,67,47,62,44,74,https://wefut.com/player/13/7971/charlie-austin
Willian José,71,ST,silver,Brazil,66,70,51,69,48,62,https://wefut.com/player/13/7940/willian-jose
Diego Contento,71,LB,silver,Germany,78,45,69,70,68,64,https://wefut.com/player/13/7869/diego-contento
Gil,71,CB,silver,Brazil,50,38,55,46,73,68,https://wefut.com/player/13/7757/gil
Niklas Backman,71,CB,silver,Sweden,68,55,55,50,74,67,https://wefut.com/player/13/7722/niklas-backman
Bill,71,ST,silver,Brazil,68,69,57,66,44,78,https://wefut.com/player/13/7697/bill
Shaun Hutchinson,71,CB,silver,England,70,26,60,56,70,72,https://wefut.com/player/13/7691/shaun-hutchinson
Idrissa Gana Gueye,71,CDM,silver,Senegal,74,51,69,70,69,56,https://wefut.com/player/13/7674/idrissa-gana-gueye
Kostas Manolas,71,CB,silver,Greece,72,23,47,51,71,74,https://wefut.com/player/13/7513/kostas-manolas
Escudero,71,LB,silver,Spain,78,55,71,72,67,62,https://wefut.com/player/13/7490/escudero
Mato Jajalo,71,CM,silver,Croatia,72,64,68,74,62,66,https://wefut.com/player/13/7459/mato-jajalo
Adam Matuschyk,71,CDM,silver,Poland,67,66,69,71,70,68,https://wefut.com/player/13/7417/adam-matuschyk
Rodriguinho,71,CF,silver,Brazil,78,69,60,74,50,71,https://wefut.com/player/13/7380/rodriguinho
Diego Reyes,71,CB,silver,Mexico,70,52,62,66,73,72,https://wefut.com/player/13/7318/diego-reyes
Magno Alves,71,CF,silver,Brazil,78,70,59,75,48,61,https://wefut.com/player/13/7208/magno-alves
Oier,71,CB,silver,Spain,73,37,57,49,71,68,https://wefut.com/player/13/6976/oier
Fellipe Bastos,71,CDM,silver,Brazil,62,64,68,70,70,67,https://wefut.com/player/13/6948/fellipe-bastos
Rubén Pérez,71,CDM,silver,Spain,67,46,64,60,73,66,https://wefut.com/player/13/6936/ruben-perez
Kiko Femenia,71,RW,silver,Spain,84,58,63,77,52,52,https://wefut.com/player/13/6873/kiko-femenia
Jonathan Rossini,71,CB,silver,Switzerland,69,41,55,54,72,71,https://wefut.com/player/13/6846/jonathan-rossini
Ciro,71,CF,silver,Brazil,76,68,67,77,36,61,https://wefut.com/player/13/6823/ciro
Julian Baumgartlinger,71,CDM,silver,Austria,73,61,69,69,71,70,https://wefut.com/player/13/6811/julian-baumgartlinger
Artur Sobiech,71,ST,silver,Poland,72,65,57,71,42,73,https://wefut.com/player/13/6758/artur-sobiech
Frédéric Bulot,71,LM,silver,France,77,66,69,75,45,56,https://wefut.com/player/13/6682/frederic-bulot
Dorege Kouemaha,71,ST,silver,Cameroon,68,68,55,67,54,76,https://wefut.com/player/13/6665/dorege-kouemaha
Pau Cendrós,71,RB,silver,Spain,74,35,67,62,72,64,https://wefut.com/player/13/6656/pau-cendros
Marco Pappa,71,LW,silver,Guatemala,79,69,67,74,59,49,https://wefut.com/player/13/6628/marco-pappa
Andrea Catellani,71,CF,silver,Italy,72,70,71,77,42,53,https://wefut.com/player/13/6562/andrea-catellani
Reneilwe Letsholonyane,71,CM,silver,South Africa,70,53,73,67,64,53,https://wefut.com/player/13/6554/reneilwe-letsholonyane
Stanislav Manolev,71,RB,silver,Bulgaria,82,63,69,69,69,67,https://wefut.com/player/13/6503/mubarak-wakaso
Andrey Ivanov,71,LB,silver,Russia,73,46,67,62,72,64,https://wefut.com/player/13/6386/andrey-ivanov
Pavel Golyshev,71,CAM,silver,Russia,73,70,69,73,58,59,https://wefut.com/player/13/6384/pavel-golyshev
Alan Gatagov,71,LM,silver,Russia,73,47,70,69,59,60,https://wefut.com/player/13/6382/alan-gatagov
Luis Fuentes,71,CB,silver,Mexico,80,61,66,74,70,75,https://wefut.com/player/13/6337/luis-fuentes
Tomislav Dujmović,71,CDM,silver,Croatia,52,65,66,58,68,69,https://wefut.com/player/13/6326/tomislav-dujmovic
Javier Cortés,71,RW,silver,Mexico,84,69,66,76,45,60,https://wefut.com/player/13/6298/javier-cortes
Rafik Halliche,71,CB,silver,Algeria,65,47,57,56,70,76,https://wefut.com/player/13/6261/rafik-halliche
Albert Adomah,71,RM,silver,Ghana,80,61,66,73,48,58,https://wefut.com/player/13/6256/albert-adomah
Lynel Kitambala,71,ST,silver,France,78,66,62,74,43,60,https://wefut.com/player/13/6241/lynel-kitambala
Mitchell Donald,71,CAM,silver,Netherlands,69,67,66,69,67,70,https://wefut.com/player/13/5780/mitchell-donald
Dirk Marcellis,71,RB,silver,Netherlands,63,30,67,61,72,74,https://wefut.com/player/13/5722/dirk-marcellis
Robert Tesche,71,CM,silver,Germany,68,66,70,71,67,78,https://wefut.com/player/13/5692/robert-tesche
Jay Spearing,71,CM,silver,England,70,61,70,70,71,70,https://wefut.com/player/13/5659/jay-spearing
Matteo Rubin,71,LM,silver,Italy,78,50,71,74,70,69,https://wefut.com/player/13/5628/matteo-rubin
Mario Bolatti,71,CM,silver,Argentina,61,64,72,66,72,68,https://wefut.com/player/13/5626/mario-bolatti
Jonathan Howson,71,CAM,silver,England,54,65,71,72,59,48,https://wefut.com/player/13/5622/jonathan-howson
Raúl Bobadilla,71,ST,silver,Argentina,70,70,61,72,40,76,https://wefut.com/player/13/5570/raul-bobadilla
Matthias Jaissle,71,CB,silver,Germany,58,23,63,49,72,74,https://wefut.com/player/13/5504/matthias-jaissle
Mergim Mavraj,71,CB,silver,Albania,66,33,54,43,72,72,https://wefut.com/player/13/5499/mergim-mavraj
Kamel Ghilas,71,CF,silver,Algeria,72,70,65,75,49,56,https://wefut.com/player/13/5488/kamel-ghilas
Willian Magrão,71,CM,silver,Brazil,69,53,69,73,68,72,https://wefut.com/player/13/5364/willian-magrao
Emir Bajrami,71,RW,silver,Sweden,80,66,63,77,44,57,https://wefut.com/player/13/5359/emir-bajrami
Ahmed Ateef,71,CM,silver,Saudi Arabia,74,61,67,76,59,58,https://wefut.com/player/13/5275/ahmed-ateef
José Shaffer,71,LB,silver,Argentina,76,57,73,71,66,63,https://wefut.com/player/13/5196/jose-shaffer
Mubarak Wakaso,71,CDM,silver,Ghana,82,63,69,69,47,62,https://wefut.com/player/13/5138/edgar-gerardo-lugo
Stefano Okaka Chuka,71,ST,silver,Italy,75,66,54,68,45,76,https://wefut.com/player/13/4970/stefano-okaka-chuka
José Francisco Torres,71,CM,silver,United States,73,65,69,69,64,57,https://wefut.com/player/13/4916/jose-francisco-torres
Stephan Fürstner,71,CDM,silver,Germany,68,46,69,67,70,69,https://wefut.com/player/13/4799/stephan-furstner
Vandinho,71,ST,silver,Brazil,61,69,58,68,48,72,https://wefut.com/player/13/4673/vandinho
Lima,71,CB,silver,Brazil,51,51,56,60,72,69,https://wefut.com/player/13/4645/lima
Sacha Kljestan,71,CM,silver,United States,71,68,71,70,64,66,https://wefut.com/player/13/4579/sacha-kljestan
Baiano,71,RB,silver,Brazil,80,60,71,74,69,61,https://wefut.com/player/13/4552/baiano
Segundo Castillo,71,CDM,silver,Ecuador,76,68,63,69,70,74,https://wefut.com/player/13/4523/segundo-castillo
Gabriel Cichero,71,CB,silver,Venezuela,69,46,60,47,69,73,https://wefut.com/player/13/4507/gabriel-cichero
Shane Smeltz,71,ST,silver,New Zealand,68,69,41,66,43,78,https://wefut.com/player/13/4494/shane-smeltz
Joselu,71,ST,silver,Spain,71,68,50,69,37,70,https://wefut.com/player/13/4447/joselu
Héverton,71,CAM,silver,Brazil,73,66,71,72,45,52,https://wefut.com/player/13/4416/heverton
Jesús Rueda,71,CB,silver,Spain,54,53,64,54,71,73,https://wefut.com/player/13/4413/jesus-rueda
Cristiano Del Grosso,71,LB,silver,Italy,74,48,65,64,68,58,https://wefut.com/player/13/4402/cristiano-del-grosso
Jay DeMerit,71,CB,silver,United States,58,37,50,41,72,74,https://wefut.com/player/13/4368/jay-demerit
Daniel Wass,71,RM,silver,Denmark,75,59,70,70,68,60,https://wefut.com/player/13/4308/daniel-wass
Dani Estrada,71,RB,silver,Spain,76,51,61,70,71,60,https://wefut.com/player/13/4297/dani-estrada
José María Basanta,71,CB,silver,Argentina,63,58,62,61,70,75,https://wefut.com/player/13/4260/jose-maria-basanta
Cristiano,71,CAM,silver,Brazil,78,70,68,73,46,60,https://wefut.com/player/13/4219/cristiano
Catalá,71,CB,silver,Spain,74,49,60,49,68,75,https://wefut.com/player/13/4191/catala
Leobardo López,71,CB,silver,Mexico,61,50,61,58,72,75,https://wefut.com/player/13/4185/leobardo-lopez
Marco Motta,71,RM,silver,Italy,78,60,70,71,70,70,https://wefut.com/player/13/4160/marco-motta
Carlos Esquivel,71,RW,silver,Mexico,83,66,68,69,42,62,https://wefut.com/player/13/4141/carlos-esquivel
Rasim Tagirbekov,71,CB,silver,Russia,67,55,59,56,73,66,https://wefut.com/player/13/4139/rasim-tagirbekov
Edgar Gerardo Lugo,71,CAM,silver,Mexico,69,68,54,74,37,60,https://wefut.com/player/13/4021/carlos-luna
Jack Cork,71,CM,silver,England,64,54,70,69,70,70,https://wefut.com/player/13/4005/jack-cork
Ryan Bertrand,71,LB,silver,England,78,45,71,68,70,67,https://wefut.com/player/13/4004/ryan-bertrand
Andre Mijatović,71,CB,silver,Croatia,34,40,44,34,71,76,https://wefut.com/player/13/3939/andre-mijatovic
Sylvan Ebanks-Blake,71,ST,silver,England,80,65,49,68,43,70,https://wefut.com/player/13/3899/sylvan-ebanks-blake
Ismaël Bangoura,71,ST,silver,Guinea,79,70,56,68,42,72,https://wefut.com/player/13/3884/ismael-bangoura
Itay Shechter,71,ST,silver,Israel,77,66,62,76,43,64,https://wefut.com/player/13/3853/itay-shechter
Aldo Leao,71,CM,silver,Colombia,61,63,72,74,65,60,https://wefut.com/player/13/3846/aldo-leao
Sebastien Le Toux,71,ST,silver,France,68,69,66,72,52,65,https://wefut.com/player/13/3819/sebastien-le-toux
Rafał Murawski,71,CM,silver,Poland,79,64,72,75,67,66,https://wefut.com/player/13/3650/rafal-murawski
Sebastian Freis,71,ST,silver,Germany,77,67,65,72,48,68,https://wefut.com/player/13/3585/sebastian-freis
Ivanildo,71,LW,silver,Guinea Bissau,84,59,66,72,43,40,https://wefut.com/player/13/3549/ivanildo
Tim Hoogland,71,RB,silver,Germany,66,63,69,64,71,77,https://wefut.com/player/13/3528/tim-hoogland
Mario Lička,71,CAM,silver,Czech Republic,65,66,70,72,57,59,https://wefut.com/player/13/3480/mario-licka
Juninho,71,CB,silver,Brazil,63,60,65,61,71,72,https://wefut.com/player/13/3460/juninho
Adam le Fondre,71,ST,silver,England,76,66,60,66,40,68,https://wefut.com/player/13/3434/adam-le-fondre
Edgar Dueñas,71,CB,silver,Mexico,52,41,55,51,72,76,https://wefut.com/player/13/3172/edgar-duenas
Dean Shiels,71,CAM,silver,Northern Ireland,73,61,65,73,45,44,https://wefut.com/player/13/3089/dean-shiels
Nana Asare,71,CM,silver,Ghana,76,65,69,73,67,66,https://wefut.com/player/13/3016/nana-asare
Matt Fryatt,71,ST,silver,England,67,68,62,70,47,66,https://wefut.com/player/13/2950/matt-fryatt
Rafael Márquez Lugo,71,ST,silver,Mexico,77,68,62,70,47,75,https://wefut.com/player/13/2825/rafael-marquez-lugo
Matthew Mills,71,CB,silver,England,64,35,50,40,71,76,https://wefut.com/player/13/2795/matthew-mills
Llorente,71,ST,silver,Spain,57,66,48,63,44,70,https://wefut.com/player/13/2745/llorente
Craig Mackail-Smith,71,ST,silver,Scotland,79,68,52,68,49,65,https://wefut.com/player/13/2691/craig-mackail-smith
Roger,71,CAM,silver,Poland,49,66,72,75,52,70,https://wefut.com/player/13/2608/roger
Carlos Luna,71,ST,silver,Argentina,36,42,55,59,71,74,https://wefut.com/player/13/2605/edcarlos
Martin Vingaard,71,RM,silver,Denmark,75,70,69,65,63,60,https://wefut.com/player/13/2511/martin-vingaard
Kris Stadsgaard,71,CB,silver,Denmark,58,39,66,37,72,66,https://wefut.com/player/13/2509/kris-stadsgaard
Sam Ricketts,71,RB,silver,Wales,59,51,63,62,72,75,https://wefut.com/player/13/2481/sam-ricketts
Dariusz Dudka,71,CDM,silver,Poland,64,59,72,63,72,75,https://wefut.com/player/13/2338/dariusz-dudka
Oleg Kuzmin,71,RB,silver,Russia,78,59,69,65,70,63,https://wefut.com/player/13/2300/oleg-kuzmin
Igor Lebedenko,71,ST,silver,Russia,73,68,65,69,54,72,https://wefut.com/player/13/2278/igor-lebedenko
Roman Adamov,71,ST,silver,Russia,73,69,64,66,49,77,https://wefut.com/player/13/2268/roman-adamov
Yekta Kurtuluş,71,CM,silver,Turkey,72,70,71,71,62,69,https://wefut.com/player/13/2104/yekta-kurtulus
Martín Romagnoli,71,CDM,silver,Argentina,64,57,67,60,72,72,https://wefut.com/player/13/2080/martin-romagnoli
Leandro Somoza,71,CDM,silver,Argentina,70,52,66,65,70,74,https://wefut.com/player/13/2070/leandro-somoza
Lucas Mareque,71,LB,silver,Argentina,77,47,64,67,72,66,https://wefut.com/player/13/2061/lucas-mareque
Cristian Raúl Ledesma,71,CDM,silver,Argentina,70,56,72,69,71,69,https://wefut.com/player/13/2042/cristian-raul-ledesma
Glenn Loovens,71,CB,silver,Netherlands,53,30,51,58,70,76,https://wefut.com/player/13/1946/glenn-loovens
Jérémy Morel,71,LB,silver,France,76,65,67,66,67,69,https://wefut.com/player/13/1943/jeremy-morel
Bolívar,71,CB,silver,Brazil,60,45,48,55,70,74,https://wefut.com/player/13/1934/bolivar
Ian Evatt,71,CB,silver,England,53,37,45,37,73,73,https://wefut.com/player/13/1892/ian-evatt
Alberto Medina,71,RW,silver,Mexico,79,64,71,72,39,62,https://wefut.com/player/13/1854/alberto-medina
Israel Castro,71,CDM,silver,Mexico,70,60,68,68,70,68,https://wefut.com/player/13/1831/israel-castro
Demy de Zeeuw,71,CM,silver,Netherlands,70,66,73,68,57,60,https://wefut.com/player/13/1778/demy-de-zeeuw
David Rozehnal,71,CB,silver,Czech Republic,46,42,66,43,72,69,https://wefut.com/player/13/1770/david-rozehnal
Chris Baird,71,RB,silver,Northern Ireland,67,55,66,60,71,75,https://wefut.com/player/13/1739/chris-baird
Herculez Gomez,71,ST,silver,United States,75,69,63,67,51,76,https://wefut.com/player/13/1722/herculez-gomez
György Garics,71,RM,silver,Austria,76,55,71,68,71,61,https://wefut.com/player/13/1716/gyorgy-garics
Jan-Ingwer Callsen-Bracker,71,CB,silver,Germany,60,35,64,48,73,70,https://wefut.com/player/13/1658/jan-ingwer-callsen-bracker
Edcarlos,71,CB,silver,Brazil,57,45,51,45,70,72,https://wefut.com/player/13/1656/maurizio-lanzaro
Cristian Raimondi,71,RB,silver,Italy,68,57,66,67,70,67,https://wefut.com/player/13/1616/cristian-raimondi
Mainz,71,CB,silver,Spain,36,32,52,49,73,68,https://wefut.com/player/13/1552/mainz
Stephen Dobbie,71,CAM,silver,Scotland,58,67,59,73,51,60,https://wefut.com/player/13/1483/stephen-dobbie
Kaspars Gorkšs,71,CB,silver,Latvia,54,34,52,44,73,74,https://wefut.com/player/13/1471/kaspars-gorkss
Atiba Hutchinson,71,RB,silver,Canada,75,62,73,73,68,67,https://wefut.com/player/13/1470/atiba-hutchinson
Mario Eggimann,71,CB,silver,Switzerland,33,41,50,44,70,76,https://wefut.com/player/13/1312/mario-eggimann
Diego Rivas,71,CDM,silver,Spain,56,52,64,48,76,58,https://wefut.com/player/13/1270/diego-rivas
Javi Venta,71,RB,silver,Spain,67,46,68,63,73,59,https://wefut.com/player/13/1231/javi-venta
Luis García,71,CF,silver,Spain,73,69,72,74,46,65,https://wefut.com/player/13/1214/luis-garcia
Sergio,71,CB,silver,Spain,36,43,58,50,76,76,https://wefut.com/player/13/1198/sergio
Corominas,71,ST,silver,Spain,77,66,56,75,46,60,https://wefut.com/player/13/1195/corominas
Jonathan Soriano,71,ST,silver,Spain,71,70,62,71,41,68,https://wefut.com/player/13/1194/jonathan-soriano
Gareth McAuley,71,CB,silver,Northern Ireland,55,38,50,40,72,76,https://wefut.com/player/13/1178/gareth-mcauley
Peter Løvenkrands,71,ST,silver,Denmark,74,70,71,72,48,65,https://wefut.com/player/13/1176/peter-lovenkrands
Fahid Ben Khalfallah,71,RM,silver,Tunisia,77,61,71,72,45,53,https://wefut.com/player/13/1149/fahid-ben-khalfallah
Steven Caldwell,71,CB,silver,Scotland,54,33,57,51,71,77,https://wefut.com/player/13/992/steven-caldwell
Gary O'Neil,71,RM,silver,England,69,64,68,73,61,62,https://wefut.com/player/13/930/gary-o-neil
Jason Roberts,71,ST,silver,Grenada,59,68,58,69,53,75,https://wefut.com/player/13/880/jason-roberts
Benjamin Lauth,71,ST,silver,Germany,74,70,57,69,42,72,https://wefut.com/player/13/875/benjamin-lauth
Don Cowie,71,RM,silver,Scotland,71,63,72,69,63,47,https://wefut.com/player/13/810/don-cowie
Peter Wisgerhof,71,CB,silver,Netherlands,41,40,58,51,73,74,https://wefut.com/player/13/796/peter-wisgerhof
George McCartney,71,LB,silver,Northern Ireland,65,38,67,63,72,69,https://wefut.com/player/13/742/george-mccartney
Anthar Yahia,71,CB,silver,Algeria,67,48,52,58,70,77,https://wefut.com/player/13/703/anthar-yahia
Tomáš Jun,71,CF,silver,Czech Republic,74,69,59,71,41,68,https://wefut.com/player/13/638/tomas-jun
Hugo,71,CB,silver,Portugal,32,49,59,46,72,78,https://wefut.com/player/13/451/hugo
Arne Friedrich,71,CB,silver,Germany,67,44,62,57,70,78,https://wefut.com/player/13/299/arne-friedrich
Camel Meriem,71,CAM,silver,France,58,64,71,73,45,61,https://wefut.com/player/13/227/camel-meriem
Manuel Pablo,71,RB,silver,Spain,61,49,72,54,75,54,https://wefut.com/player/13/220/manuel-pablo
Braga,71,CAM,silver,Portugal,70,70,70,72,48,58,https://wefut.com/player/13/204/braga
Levan Kobiashvili,71,CDM,silver,Georgia,54,59,72,71,70,66,https://wefut.com/player/13/194/levan-kobiashvili
Bo Svensson,71,CB,silver,Denmark,21,34,63,32,72,72,https://wefut.com/player/13/172/bo-svensson
Carl Hoefkens,71,RB,silver,Belgium,63,47,63,49,74,74,https://wefut.com/player/13/144/carl-hoefkens
Danny Higginbotham,71,LB,silver,England,54,55,62,54,77,75,https://wefut.com/player/13/117/danny-higginbotham
Felipe,71,CB,silver,Brazil,53,44,65,57,71,73,https://wefut.com/player/13/29/felipe
Kevin Kampl,70,CDM,silverif,Slovenia,86,65,65,73,43,47,https://wefut.com/player/13/14239/kevin-kampl
Alex Wilkinson,70,CB,silverif,Australia,66,50,66,46,73,73,https://wefut.com/player/13/13872/alex-wilkinson
Marek Saganowski,70,ST,silverif,Poland,69,71,53,60,53,79,https://wefut.com/player/13/13161/marek-saganowski
Pasquale Schiattarella,70,RM,silverif,Italy,81,61,66,69,62,65,https://wefut.com/player/13/13159/pasquale-schiattarella
Jang Hak Young,70,LB,silverif,Korea Republic,77,64,73,67,67,60,https://wefut.com/player/13/13147/jang-hak-young
Jon Parkin,70,ST,silverif,England,62,71,50,64,57,75,https://wefut.com/player/13/12352/jon-parkin
Maxime Lestienne,70,LW,silverif,Belgium,75,70,64,75,42,48,https://wefut.com/player/13/11340/maxime-lestienne
Habib Habibou,70,ST,silverif,France,81,72,63,74,42,70,https://wefut.com/player/13/11294/habib-habibou
