Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Florent Petit,54,bronze,France,52,61,55,56,31,54,https://wefut.com/player/13/7627/florent-petit
Nico Burchert,54,bronze,Germany,57,48,47,61,53,49,https://wefut.com/player/13/7196/nico-burchert
Wolfgang Schober,54,bronze,Austria,57,47,50,56,34,56,https://wefut.com/player/13/6745/wolfgang-schober
Andrew McNulty,54,bronze,Republic of Ireland,55,55,54,58,29,55,https://wefut.com/player/13/6594/andrew-mcnulty
Eugene Ferry,54,bronze,Northern Ireland,56,54,55,56,44,56,https://wefut.com/player/13/5402/eugene-ferry
Wayne Brown,54,bronze,England,56,53,47,61,36,49,https://wefut.com/player/13/2499/wayne-brown
Christopher Bennion,54,bronze,Scotland,53,55,53,55,35,54,https://wefut.com/player/13/2408/christopher-bennion
Dean Delany,54,bronze,Republic of Ireland,55,54,56,57,37,55,https://wefut.com/player/13/420/dean-delany
Kim Se Joon,53,bronzerare,Korea Republic,57,52,45,57,43,47,https://wefut.com/player/13/10257/kim-se-joon
Jan Kjell Larsen,53,bronzerare,Norway,51,42,66,66,56,55,https://wefut.com/player/13/1095/jan-kjell-larsen
Thomas Dau,53,bronze,Austria,55,53,47,54,44,51,https://wefut.com/player/13/12762/thomas-dau
Aaron Siegl,53,bronze,Germany,56,51,48,56,48,51,https://wefut.com/player/13/11034/aaron-siegl
Chun Hong Suk,53,bronze,Korea Republic,55,52,48,57,48,49,https://wefut.com/player/13/10941/chun-hong-suk
Thomas Dau,53,bronze,Austria,55,53,47,54,44,51,https://wefut.com/player/13/10904/thomas-dau
Awidah Al Amry,53,bronze,Saudi Arabia,54,48,51,58,46,54,https://wefut.com/player/13/10802/awidah-al-amry
Matt Acton,53,bronze,Australia,60,45,48,61,40,47,https://wefut.com/player/13/10738/matt-acton
Dean Michiels,53,bronze,Belgium,55,46,51,57,39,53,https://wefut.com/player/13/9908/dean-michiels
Paul Izzo,53,bronze,Australia,56,49,50,61,31,48,https://wefut.com/player/13/9690/paul-izzo
Stephen Trimble,53,bronze,Republic of Ireland,57,53,53,54,34,54,https://wefut.com/player/13/9304/stephen-trimble
Craig Sexton,53,bronze,Republic of Ireland,53,52,51,56,26,53,https://wefut.com/player/13/9060/craig-sexton
Mark McGinley,53,bronze,Republic of Ireland,52,54,51,56,40,54,https://wefut.com/player/13/8356/mark-mcginley
Jo Soo Hyuk,53,bronze,Korea Republic,54,55,59,55,31,54,https://wefut.com/player/13/6322/jo-soo-hyuk
Gareth Stewart,53,bronze,England,45,60,66,54,47,54,https://wefut.com/player/13/333/gareth-stewart
Sam Vermeylen,52,bronzerare,Belgium,56,47,48,54,61,57,https://wefut.com/player/13/7389/sam-vermeylen
Bader Al Deayea,52,bronze,Saudi Arabia,59,52,48,52,48,47,https://wefut.com/player/13/10950/bader-al-deayea
Jannis Pellowski,52,bronze,Germany,56,49,57,56,22,47,https://wefut.com/player/13/10919/jannis-pellowski
Mitchell Braafhart,52,bronze,Netherlands,54,48,51,59,49,48,https://wefut.com/player/13/10776/mitchell-braafhart
Mostafa Al Moelw,52,bronze,Saudi Arabia,56,44,52,57,41,51,https://wefut.com/player/13/10673/mostafa-al-moelw
Patrick Wiegers,52,bronze,Germany,56,50,55,54,48,49,https://wefut.com/player/13/10556/patrick-wiegers
Max Friesacher,52,bronze,Austria,55,53,48,52,42,48,https://wefut.com/player/13/10421/max-friesacher
Lee Jin Kyu,52,bronze,Korea Republic,56,48,53,57,42,45,https://wefut.com/player/13/10300/lee-jin-kyu
Jorgen Rogiers,52,bronze,Belgium,60,42,51,60,43,44,https://wefut.com/player/13/10156/jorgen-rogiers
Kevin Burns,52,bronze,Republic of Ireland,54,48,49,56,44,52,https://wefut.com/player/13/10077/kevin-burns
Günther Arnberger,52,bronze,Austria,57,49,46,51,45,50,https://wefut.com/player/13/9644/gunther-arnberger
John Kelly,52,bronze,Republic of Ireland,55,51,51,54,38,50,https://wefut.com/player/13/9620/john-kelly
Frederik Rønnow,52,bronze,Denmark,51,54,53,42,22,62,https://wefut.com/player/13/8931/frederik-ronnow
Jasper Otte,52,bronze,Belgium,54,56,55,57,60,39,https://wefut.com/player/13/8667/jasper-otte
Brian Kane,52,bronze,Republic of Ireland,55,51,51,53,32,54,https://wefut.com/player/13/7448/brian-kane
Song Dong Jin,52,bronze,Korea Republic,52,55,56,52,25,57,https://wefut.com/player/13/7301/song-dong-jin
Paul Skinner,52,bronze,Republic of Ireland,54,52,49,56,42,51,https://wefut.com/player/13/6928/paul-skinner
Lukas Waltl,51,bronze,Austria,55,47,46,57,41,44,https://wefut.com/player/13/10908/lukas-waltl
Sami Fatha,51,bronze,Saudi Arabia,52,50,50,58,58,43,https://wefut.com/player/13/10806/sami-fatha
Ahmed Al Fahmi,51,bronze,Saudi Arabia,57,45,48,58,46,43,https://wefut.com/player/13/10804/ahmed-al-fahmi
Ibrahim Zaid,51,bronze,Saudi Arabia,59,43,44,51,42,49,https://wefut.com/player/13/10502/ibrahim-zaid
Dean Smith,51,bronze,Republic of Ireland,53,49,48,52,45,51,https://wefut.com/player/13/10395/dean-smith
Mickaël Caradec,51,bronze,France,52,45,42,58,50,54,https://wefut.com/player/13/9548/mickael-caradec
Mark Gillespie,51,bronze,England,54,47,54,62,34,48,https://wefut.com/player/13/8135/mark-gillespie
Michael Esser,52,bronzerare,Germany,53,51,49,51,50,52,https://wefut.com/player/13/7743/stefano-russo
Michael Ingham,51,bronze,Northern Ireland,54,54,48,45,49,53,https://wefut.com/player/13/1013/michael-ingham
Lee Chang Keun,50,bronze,Korea Republic,55,45,55,51,45,47,https://wefut.com/player/13/11012/lee-chang-keun
Michael Hiegl,50,bronze,Germany,52,46,45,54,51,47,https://wefut.com/player/13/10936/michael-hiegl
Martin Siding,50,bronze,Austria,55,44,50,54,41,46,https://wefut.com/player/13/9816/martin-siding
Stefan Pointner,50,bronze,Austria,49,49,45,50,37,53,https://wefut.com/player/13/8934/stefan-pointner
Ben Garratt,50,bronze,England,54,48,46,53,49,48,https://wefut.com/player/13/8898/ben-garratt
Daniel Bentley,50,bronze,England,59,39,47,65,44,41,https://wefut.com/player/13/8226/daniel-bentley
Sebastian Lange,50,bronze,Germany,54,45,52,52,35,46,https://wefut.com/player/13/5677/sebastian-lange
David Hogan,50,bronze,England,50,58,38,47,56,52,https://wefut.com/player/13/5395/david-hogan
Tommy Forecast,49,bronzerare,England,51,49,60,47,61,44,https://wefut.com/player/13/13793/tommy-forecast
Manuel Kuttin,49,bronzerare,Austria,58,40,46,55,44,42,https://wefut.com/player/13/10912/manuel-kuttin
Tommy Forecast,49,bronzerare,England,51,49,60,47,61,44,https://wefut.com/player/13/3992/tommy-forecast
Hong Sang Jun,49,bronze,Korea Republic,50,46,50,50,44,48,https://wefut.com/player/13/10988/hong-sang-jun
Mohammad Al Barih,49,bronze,Saudi Arabia,55,41,42,54,41,44,https://wefut.com/player/13/10959/mohammad-al-barih
Ivan Lucic,49,bronze,Austria,50,43,49,58,40,46,https://wefut.com/player/13/10865/ivan-lucic
Mohammed Al Gomaish,49,bronze,Saudi Arabia,50,49,48,52,45,44,https://wefut.com/player/13/10676/mohammed-al-gomaish
Marius Müller,49,bronze,Germany,56,48,55,52,28,41,https://wefut.com/player/13/10350/marius-muller
Kwon Tae Ahn,49,bronze,Korea Republic,50,51,49,44,53,58,https://wefut.com/player/13/9342/kwon-tae-ahn
Connor Roberts,49,bronze,Wales,46,63,42,45,33,49,https://wefut.com/player/13/8817/connor-roberts
James Severn,49,bronze,England,50,49,51,57,32,41,https://wefut.com/player/13/8714/james-severn
Andy Rafferty,49,bronze,England,54,42,49,62,26,44,https://wefut.com/player/13/8534/andy-rafferty
Martin Rice,49,bronze,England,49,47,57,49,37,52,https://wefut.com/player/13/7495/martin-rice
Ali Al Mazyadi,49,bronze,Saudi Arabia,51,52,44,43,39,54,https://wefut.com/player/13/7219/ali-al-mazyadi
Frederik Gößling,49,bronze,Germany,55,49,35,45,27,51,https://wefut.com/player/13/1347/frederik-gossling
Jonathan Maxted,48,bronze,England,52,42,51,58,45,42,https://wefut.com/player/13/10083/jonathan-maxted
Adam Smith,48,bronze,England,46,45,47,55,24,47,https://wefut.com/player/13/9442/adam-smith
Conor Gough,47,bronzerare,England,46,50,46,47,35,51,https://wefut.com/player/13/8944/conor-gough
Saeid Al Harbi,47,bronze,Saudi Arabia,48,50,50,49,34,46,https://wefut.com/player/13/5270/saeid-al-harbi
Lee Burge,46,bronze,England,45,46,43,50,44,43,https://wefut.com/player/13/9407/lee-burge
Paul Gerrard,43,bronze,England,29,51,59,28,20,61,https://wefut.com/player/13/753/paul-gerrard
Paul Musselwhite,43,bronze,England,38,49,48,42,32,41,https://wefut.com/player/13/264/paul-musselwhite
